95 130
71 72 67
57 58 53
61 62 57
76 77 72
73 74 69
55 56 51
24 25 20
18 19 14
30 31 26
59 60 55
74 75 70
66 67 62
56 57 52
56 57 52
62 63 58
62 63 58
101 101 101
102 102 102
105 105 105
107 107 107
110 110 110
113 113 113
114 114 114
115 115 115
117 117 117
118 118 118
118 118 118
125 125 125
119 119 119
124 124 124
118 118 118
57 57 57
35 35 35
112 112 112
119 119 119
114 114 114
124 124 124
115 115 115
120 120 120
128 128 128
129 129 129
128 128 128
126 126 126
124 124 124
123 123 123
123 123 123
123 123 123
124 124 124
120 119 124
122 121 126
121 120 125
9 8 13
1 0 5
8 7 12
128 127 132
127 126 131
131 130 135
129 128 133
121 120 125
125 124 129
132 131 136
121 120 125
125 124 129
6 5 10
28 28 30
16 16 18
122 122 124
125 125 127
121 121 123
125 125 127
124 124 126
124 124 126
123 123 125
125 125 127
113 113 115
93 93 95
90 90 92
107 107 109
120 120 122
120 120 122
122 122 122
105 105 105
129 129 129
35 35 35
0 0 0
19 19 19
7 7 7
68 68 68
121 121 121
108 108 108
99 99 99
103 103 103
111 111 111
112 112 112
105 105 105
98 98 98
100 100 98
99 99 97
97 97 95
96 96 94
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
88 89 84
87 88 83
86 87 82
84 85 80
83 84 79
83 84 79
84 85 80
84 85 80
83 84 79
83 84 79
82 83 78
82 83 78
81 82 77
81 82 77
80 81 76
80 81 76
83 84 79
68 69 64
65 66 61
76 77 72
74 75 70
60 61 56
59 60 55
72 73 68
68 69 64
44 45 40
33 34 29
48 49 44
62 63 58
62 63 58
60 61 56
64 65 60
63 64 59
63 64 59
100 100 100
101 101 101
104 104 104
107 107 107
110 110 110
112 112 112
113 113 113
113 113 113
115 115 115
113 113 113
116 116 116
125 125 125
117 117 117
127 127 127
116 116 116
40 40 40
55 55 57
128 128 130
125 125 127
122 122 124
129 129 131
115 115 117
125 125 127
125 125 127
127 127 129
127 127 129
126 126 128
125 125 127
125 125 127
124 124 126
123 123 125
123 123 125
135 134 139
141 140 145
131 130 135
25 24 29
3 2 7
15 14 19
120 119 124
116 115 120
129 128 133
128 127 132
119 118 123
124 123 128
133 132 137
132 131 136
109 108 113
1 0 5
24 24 26
35 35 37
126 126 128
119 119 121
123 123 125
130 130 132
125 125 127
129 129 131
122 122 124
124 124 126
113 113 115
93 93 95
90 90 92
107 107 109
120 120 122
120 120 122
112 112 112
140 140 140
26 26 26
0 0 0
10 10 10
0 0 0
69 69 69
111 111 111
117 117 117
110 110 110
102 102 102
99 99 99
100 100 100
102 102 102
103 103 103
103 103 103
99 99 97
97 97 95
95 95 93
93 93 91
92 92 90
91 91 89
90 90 88
90 90 88
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
89 89 87
87 88 83
86 87 82
84 85 80
82 83 78
81 82 77
81 82 77
82 83 78
83 84 79
82 83 78
82 83 78
81 82 77
80 81 76
80 81 76
79 80 75
78 79 74
78 79 74
74 75 70
73 74 69
74 75 70
74 75 70
69 70 65
62 63 58
62 63 58
67 68 63
74 75 70
64 65 60
60 61 56
63 64 59
62 63 58
58 59 54
62 63 58
71 72 67
64 65 60
64 65 60
99 99 99
101 101 101
104 104 104
107 107 107
110 110 110
111 111 111
111 111 111
111 111 111
113 113 113
109 109 109
115 115 115
124 124 124
114 114 114
126 126 126
111 111 111
23 23 23
75 74 79
133 132 137
122 121 126
126 125 130
132 131 136
119 118 123
139 138 143
131 130 135
128 127 132
127 126 131
127 126 131
127 126 131
127 126 131
127 126 131
127 126 131
128 127 132
113 112 117
121 120 125
121 120 125
13 12 17
2 1 6
17 16 21
132 131 136
128 127 132
124 123 128
129 128 133
122 121 126
125 124 129
126 125 130
135 134 139
84 83 88
5 4 9
15 15 17
59 59 61
128 128 130
121 121 123
125 125 127
129 129 131
120 120 122
131 131 133
121 121 123
123 123 125
112 112 114
91 91 93
89 89 91
106 106 108
120 120 122
121 121 123
120 120 120
31 31 31
0 0 0
20 20 20
15 15 15
47 47 47
107 107 107
110 110 110
101 101 101
106 106 106
110 110 110
109 109 109
104 104 104
100 100 100
97 97 97
95 95 95
97 97 95
96 96 94
93 93 91
91 91 89
89 89 87
89 89 87
89 89 87
89 89 87
88 88 86
88 88 86
88 88 86
88 88 86
88 88 86
88 88 86
88 88 86
88 88 86
86 87 82
84 85 80
82 83 78
79 80 75
79 80 75
79 80 75
81 82 77
82 83 78
81 82 77
80 81 76
80 81 76
79 80 75
78 79 74
77 78 73
76 77 72
76 77 72
66 67 62
81 82 77
79 80 75
59 60 55
56 57 52
72 73 68
77 78 73
65 66 61
53 54 49
63 64 59
72 73 68
74 75 70
68 69 64
62 63 58
62 63 58
66 67 62
65 66 61
65 66 61
99 99 99
101 101 101
104 104 104
107 107 107
109 109 109
110 110 110
110 110 110
110 110 110
113 113 113
108 108 108
114 114 114
123 123 123
111 111 111
124 124 124
107 107 107
12 12 12
94 93 98
139 138 143
120 119 124
127 126 131
128 127 132
112 111 116
134 133 138
118 117 122
124 123 128
123 122 127
122 121 126
120 119 124
120 119 124
122 121 126
123 122 127
124 123 128
125 125 127
130 130 132
135 135 137
11 11 13
6 6 8
8 8 10
133 133 135
127 127 129
121 121 123
131 131 133
126 126 128
126 126 128
117 117 119
130 130 132
61 61 63
7 7 9
11 11 13
79 79 81
132 132 134
126 126 128
126 126 128
125 125 127
113 113 115
129 129 131
121 121 123
123 123 125
111 111 113
90 90 92
88 88 90
106 106 108
120 120 122
121 121 123
48 48 48
8 8 8
0 0 0
9 9 9
62 62 62
120 120 120
116 116 116
110 110 110
111 111 111
111 111 111
108 108 108
105 105 105
104 104 104
105 105 105
104 104 104
102 102 102
96 96 94
95 95 93
92 92 90
90 90 88
88 88 86
87 87 85
88 88 86
88 88 86
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
87 87 85
85 86 81
83 84 79
80 81 76
78 79 74
77 78 73
78 79 74
80 81 76
81 82 77
80 81 76
79 80 75
79 80 75
78 79 74
76 77 72
75 76 71
75 76 71
74 75 70
78 79 74
69 70 65
68 69 64
76 77 72
74 75 70
63 64 59
60 61 56
67 68 63
65 66 61
69 70 65
68 69 64
62 63 58
61 62 57
64 65 60
65 66 61
62 63 58
65 66 61
65 66 61
96 96 96
99 99 99
103 103 103
105 105 105
105 105 105
105 105 105
107 107 107
109 109 109
113 113 113
108 108 108
109 109 109
126 126 126
121 121 121
113 113 113
95 95 95
13 13 13
120 119 124
122 121 126
122 121 126
121 120 125
122 121 126
124 123 128
125 124 129
125 124 129
124 123 128
123 122 127
131 130 135
127 126 131
112 111 116
122 121 126
130 129 134
115 114 119
128 128 130
109 109 111
132 132 134
11 11 13
19 19 21
24 24 26
135 135 137
116 116 118
118 118 120
140 140 142
125 125 127
124 124 126
119 119 121
132 132 134
19 19 21
22 22 24
4 4 6
115 115 117
118 118 120
114 114 116
128 128 130
115 115 117
128 128 130
121 121 123
127 127 129
116 116 118
113 113 115
98 98 100
89 89 91
107 107 109
134 134 136
44 44 46
10 10 10
0 0 0
23 23 23
86 86 86
120 120 120
109 109 109
102 102 102
115 115 115
110 110 110
110 110 110
110 110 110
109 109 109
107 107 107
105 105 105
103 103 103
102 102 102
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
86 86 84
86 86 84
85 85 83
85 85 83
86 86 84
87 87 85
88 88 86
89 89 87
84 85 80
81 82 77
78 79 74
74 75 70
73 74 69
75 76 71
77 78 73
79 80 75
83 84 79
82 83 78
81 82 77
79 80 75
77 78 73
75 76 71
73 74 69
72 73 68
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
66 67 62
67 68 63
67 68 63
67 68 63
67 68 63
66 67 62
65 66 61
64 65 60
65 66 61
65 66 61
95 95 95
98 98 98
102 102 102
104 104 104
104 104 104
105 105 105
106 106 106
108 108 108
112 112 112
110 110 110
111 111 111
125 125 125
120 120 120
119 119 119
78 78 78
26 26 26
125 124 129
121 120 125
126 125 130
134 133 138
128 127 132
114 113 118
118 117 122
132 131 136
130 129 134
116 115 120
93 92 97
96 95 100
120 119 124
125 124 129
118 117 122
122 121 126
117 117 119
120 120 122
132 132 134
4 4 6
0 0 2
23 23 25
138 138 140
127 127 129
134 134 136
115 115 117
120 120 122
131 131 133
133 133 135
111 111 113
0 0 2
28 28 30
17 17 19
126 126 128
130 130 132
117 117 119
125 125 127
117 117 119
129 129 131
119 119 121
122 122 124
122 122 124
117 117 119
112 112 114
100 100 102
127 127 129
30 30 32
28 28 30
0 0 0
37 37 37
83 83 83
104 104 104
111 111 111
116 116 116
115 115 115
109 109 109
111 111 111
110 110 110
110 110 110
108 108 108
106 106 106
104 104 104
102 102 102
100 100 100
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
86 86 84
85 85 83
85 85 83
85 85 83
85 85 83
87 87 85
88 88 86
89 89 87
84 85 80
81 82 77
76 77 72
72 73 68
71 72 67
72 73 68
75 76 71
77 78 73
82 83 78
82 83 78
80 81 76
78 79 74
76 77 72
74 75 70
73 74 69
72 73 68
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
66 67 62
67 68 63
67 68 63
67 68 63
67 68 63
66 67 62
65 66 61
64 65 60
65 66 61
65 66 61
94 94 94
97 97 97
100 100 100
102 102 102
102 102 102
103 103 103
105 105 105
107 107 107
110 110 110
113 113 113
114 114 114
123 123 123
118 118 118
126 126 126
52 52 52
47 47 47
132 132 134
120 120 122
115 115 117
123 123 125
130 130 132
126 126 128
118 118 120
115 115 117
53 53 55
0 0 2
0 0 2
0 0 2
0 0 2
42 42 44
108 108 110
135 135 137
123 123 123
120 120 120
112 112 112
18 18 18
0 0 0
32 32 32
117 117 117
117 117 117
124 124 124
119 119 119
142 142 142
123 123 123
121 121 121
91 91 91
0 0 0
22 22 22
40 40 42
133 133 135
134 134 136
118 118 120
123 123 125
119 119 121
130 130 132
120 120 122
118 118 120
124 124 126
125 125 127
108 108 110
138 138 140
49 49 51
6 6 8
0 0 2
21 21 21
82 82 82
126 126 126
120 120 120
109 109 109
118 118 118
120 120 120
106 106 106
112 112 112
111 111 111
110 110 110
108 108 108
105 105 105
102 102 102
99 99 99
98 98 98
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
86 86 84
85 85 83
85 85 83
84 84 82
85 85 83
86 86 84
87 87 85
87 87 85
85 86 81
81 82 77
75 76 71
70 71 66
68 69 64
69 70 65
73 74 69
75 76 71
82 83 78
81 82 77
79 80 75
78 79 74
75 76 71
74 75 70
72 73 68
71 72 67
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
66 67 62
66 67 62
67 68 63
67 68 63
66 67 62
66 67 62
64 65 60
64 65 60
64 65 60
64 65 60
91 91 91
94 94 94
98 98 98
100 100 100
100 100 100
101 101 101
103 103 103
104 104 104
108 108 108
114 114 114
116 116 116
120 120 120
116 116 116
126 126 126
27 27 27
71 71 71
128 128 128
122 122 122
113 113 113
114 114 114
127 127 127
125 125 125
86 86 86
40 40 40
0 0 0
28 28 28
29 29 29
23 23 23
29 29 29
8 8 8
22 22 22
92 92 92
125 125 125
88 88 88
56 56 56
19 19 19
0 0 0
0 0 0
14 14 14
13 13 13
59 59 59
89 89 89
129 129 129
122 122 122
122 122 122
61 61 61
12 12 12
13 13 13
74 74 76
130 130 132
125 125 127
117 117 119
125 125 127
119 119 121
127 127 129
126 126 128
120 120 122
130 130 132
106 106 108
130 130 132
68 68 70
5 5 7
9 9 11
10 10 12
92 92 92
107 107 107
120 120 120
121 121 121
116 116 116
113 113 113
112 112 112
110 110 110
112 112 112
112 112 112
110 110 110
108 108 108
104 104 104
100 100 100
97 97 97
95 95 95
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
85 85 83
85 85 83
84 84 82
84 84 82
84 84 82
84 84 82
85 85 83
86 86 84
85 86 81
81 82 77
74 75 70
68 69 64
66 67 62
68 69 64
71 72 67
74 75 70
81 82 77
80 81 76
79 80 75
77 78 73
75 76 71
73 74 69
71 72 67
70 71 66
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
65 66 61
66 67 62
66 67 62
66 67 62
66 67 62
65 66 61
64 65 60
63 64 59
63 64 59
63 64 59
89 89 89
92 92 92
95 95 95
97 97 97
98 98 98
98 98 98
100 100 100
102 102 102
106 106 106
113 113 113
115 115 115
116 116 116
115 115 115
115 115 115
14 14 14
93 93 93
115 115 115
124 124 124
130 130 130
122 122 122
98 98 98
61 61 61
21 21 21
0 0 0
27 27 27
57 57 57
111 111 111
118 118 118
61 61 61
17 17 17
4 4 4
0 0 0
28 28 28
3 3 3
0 0 0
0 0 0
1 1 1
12 12 12
8 8 8
9 9 9
0 0 0
17 17 17
49 49 49
107 107 107
128 128 128
25 25 25
13 13 13
11 11 11
115 115 117
128 128 130
117 117 119
121 121 123
131 131 133
120 120 122
121 121 123
131 131 133
133 133 135
114 114 116
122 122 124
75 75 77
0 0 2
1 1 3
10 10 12
81 81 83
130 130 130
115 115 115
107 107 107
113 113 113
116 116 116
110 110 110
108 108 108
112 112 112
112 112 112
111 111 111
110 110 110
107 107 107
103 103 103
99 99 99
96 96 96
94 94 94
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
85 85 83
84 84 82
83 83 81
83 83 81
83 83 81
83 83 81
84 84 82
84 84 82
85 86 81
81 82 77
75 76 71
70 71 66
67 68 63
68 69 64
71 72 67
74 75 70
80 81 76
79 80 75
78 79 74
76 77 72
74 75 70
72 73 68
70 71 66
69 70 65
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
65 66 61
65 66 61
66 67 62
66 67 62
66 67 62
65 66 61
63 64 59
63 64 59
62 63 58
62 63 58
87 87 87
90 90 90
93 93 93
95 95 95
95 95 95
96 96 96
98 98 98
100 100 100
105 105 105
108 108 108
112 112 112
111 111 111
115 115 115
95 95 95
13 13 13
109 109 109
112 112 110
119 119 117
121 121 119
94 94 92
34 34 32
0 0 0
10 10 8
55 55 53
94 94 92
134 134 132
121 121 119
111 111 109
131 131 129
88 88 86
26 26 24
30 30 28
19 19 19
26 26 26
11 11 11
8 8 8
0 0 0
12 12 12
1 1 1
0 0 0
0 0 0
2 2 2
0 0 0
40 40 40
71 71 71
11 11 11
27 27 27
15 15 15
137 137 139
129 129 131
120 120 122
126 126 128
134 134 136
124 124 126
118 118 120
129 129 131
126 126 128
122 122 124
92 92 94
0 0 2
9 9 11
0 0 2
55 55 57
126 126 128
116 116 116
117 117 117
115 115 115
110 110 110
108 108 108
111 111 111
112 112 112
111 111 111
111 111 111
110 110 110
108 108 108
106 106 106
102 102 102
98 98 98
95 95 95
93 93 93
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
85 85 83
84 84 82
83 83 81
82 82 80
82 82 80
82 82 80
82 82 80
83 83 81
84 85 80
81 82 77
77 78 73
73 74 69
71 72 67
72 73 68
73 74 69
75 76 71
79 80 75
78 79 74
77 78 73
75 76 71
73 74 69
71 72 67
69 70 65
69 70 65
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
64 65 60
65 66 61
65 66 61
65 66 61
65 66 61
64 65 60
63 64 59
62 63 58
61 62 57
61 62 57
85 85 85
88 88 88
91 91 91
93 93 93
94 94 94
94 94 94
96 96 96
98 98 98
105 105 105
103 103 103
109 109 109
108 108 108
115 115 115
74 74 74
21 21 21
118 118 118
115 116 111
114 115 110
89 90 85
40 41 36
4 5 0
18 19 14
72 73 68
119 120 115
121 122 117
114 115 110
113 114 109
125 126 121
124 125 120
81 82 77
28 29 24
1 2 0
2 2 2
20 20 20
12 12 12
4 4 4
0 0 0
6 6 6
3 3 3
9 9 9
18 18 18
14 14 14
10 10 10
0 0 0
8 8 8
11 11 11
27 27 27
33 33 33
123 123 125
123 123 125
126 126 128
125 125 127
128 128 130
130 130 132
122 122 124
122 122 124
112 112 114
113 113 115
2 2 4
9 9 11
10 10 12
56 56 58
102 102 104
128 128 130
107 107 107
116 116 116
120 120 120
114 114 114
109 109 109
111 111 111
112 112 112
110 110 110
109 109 109
109 109 109
107 107 107
105 105 105
102 102 102
98 98 98
95 95 95
93 93 93
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
84 84 82
84 84 82
82 82 80
81 81 79
81 81 79
81 81 79
81 81 79
82 82 80
83 84 79
82 83 78
80 81 76
77 78 73
76 77 72
76 77 72
76 77 72
76 77 72
78 79 74
77 78 73
76 77 72
74 75 70
72 73 68
70 71 66
69 70 65
68 69 64
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
64 65 60
64 65 60
65 66 61
65 66 61
65 66 61
64 65 60
63 64 59
62 63 58
61 62 57
61 62 57
84 84 84
87 87 87
91 91 91
92 92 92
93 93 93
93 93 93
95 95 95
97 97 97
105 105 105
100 100 100
106 106 106
106 106 106
115 115 115
60 60 60
27 27 27
123 123 123
112 113 108
114 115 110
71 72 67
11 12 7
25 26 21
97 98 93
128 129 124
107 108 103
106 107 102
116 117 112
107 108 103
112 113 108
112 113 108
47 48 43
0 1 0
16 17 12
20 20 20
16 16 16
6 6 6
12 12 12
10 10 10
0 0 0
0 0 0
11 11 11
4 4 4
0 0 0
31 31 31
24 24 24
8 8 8
4 4 4
0 0 0
61 61 61
97 97 99
114 114 116
130 130 132
119 119 121
119 119 121
135 135 137
128 128 130
118 118 120
130 130 132
21 21 23
2 2 4
0 0 2
35 35 37
108 108 110
139 139 141
109 109 111
123 123 123
113 113 113
111 111 111
118 118 118
118 118 118
108 108 108
106 106 106
112 112 112
108 108 108
108 108 108
107 107 107
104 104 104
101 101 101
98 98 98
95 95 95
94 94 94
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
84 84 82
84 84 82
82 82 80
81 81 79
80 80 78
80 80 78
81 81 79
81 81 79
83 84 79
82 83 78
81 82 77
80 81 76
79 80 75
79 80 75
78 79 74
78 79 74
78 79 74
77 78 73
76 77 72
74 75 70
72 73 68
70 71 66
68 69 64
67 68 63
70 71 66
70 71 66
70 71 66
69 70 65
68 69 64
67 68 63
67 68 63
66 67 62
64 65 60
64 65 60
65 66 61
65 66 61
65 66 61
64 65 60
62 63 58
62 63 58
60 61 56
60 61 56
83 84 79
85 86 81
86 87 82
88 89 84
90 91 86
90 91 86
91 92 87
91 92 87
95 96 91
101 102 97
100 101 96
101 102 97
120 121 116
27 28 23
52 53 48
117 118 113
117 107 106
114 105 106
43 34 35
50 44 46
116 111 115
116 114 119
105 104 109
112 113 118
112 113 118
119 120 124
106 107 111
131 131 133
35 33 34
11 10 8
10 6 5
15 11 8
1 0 0
38 37 35
5 5 5
17 17 17
20 21 23
0 0 4
18 19 23
0 0 4
9 8 13
10 8 11
11 7 8
12 6 6
13 5 3
15 4 2
17 3 2
17 3 0
0 0 0
13 13 13
46 46 46
134 134 134
140 140 140
103 103 103
131 131 131
123 123 123
35 35 35
11 11 11
0 0 0
20 20 20
112 112 112
123 123 123
116 116 116
112 112 112
119 119 119
114 114 114
108 108 108
107 107 107
108 108 108
110 110 110
110 110 110
108 108 108
110 110 110
104 104 104
102 102 102
104 104 104
106 106 106
101 101 101
93 93 93
88 88 88
94 94 92
93 93 91
92 92 90
91 91 89
89 89 87
87 87 85
86 86 84
86 86 84
83 83 81
83 83 81
83 83 81
82 82 80
81 81 79
80 80 78
78 78 76
77 77 75
80 81 76
80 81 76
81 82 77
80 81 76
79 80 75
78 79 74
77 78 73
76 77 72
76 77 72
76 77 72
76 77 72
75 76 71
73 74 69
71 72 67
69 70 65
68 69 64
65 66 61
66 67 62
66 67 62
67 68 63
67 68 63
67 68 63
67 68 63
66 67 62
66 67 62
66 67 62
66 67 62
66 67 62
66 67 62
65 66 61
64 65 60
63 64 59
61 62 54
61 62 54
81 82 77
82 83 78
84 85 80
87 88 83
88 89 84
90 91 86
90 91 86
90 91 86
93 94 89
100 101 96
98 99 94
98 99 94
111 112 107
19 20 15
52 53 48
113 114 109
109 99 98
100 91 92
29 20 21
77 71 73
112 107 111
114 113 118
113 112 117
114 115 120
113 114 119
114 115 119
121 122 126
83 83 85
26 24 25
16 12 11
11 7 6
12 8 5
11 12 7
20 20 18
7 7 5
16 18 17
25 26 28
10 14 15
8 12 15
4 8 11
6 7 11
7 8 10
8 8 8
12 8 7
13 8 5
16 8 5
17 8 3
17 8 3
17 17 17
7 7 7
0 0 0
72 72 72
124 124 124
123 123 123
129 129 129
89 89 89
11 11 11
1 1 1
8 8 8
93 93 93
106 106 106
132 132 132
114 114 114
130 130 130
111 111 111
111 111 111
112 112 112
115 115 115
117 117 117
115 115 115
110 110 110
105 105 105
106 106 106
103 103 103
101 101 101
101 101 101
101 101 101
99 99 99
98 98 98
98 98 98
94 94 92
93 93 91
92 92 90
90 90 88
89 89 87
87 87 85
86 86 84
85 85 83
83 83 81
83 83 81
83 83 81
83 83 81
81 81 79
79 79 77
78 78 76
77 77 75
78 79 74
79 80 75
79 80 75
80 81 76
79 80 75
78 79 74
77 78 73
76 77 72
76 77 72
76 77 72
76 77 72
75 76 71
73 74 69
71 72 67
69 70 65
68 69 64
65 66 61
65 66 61
66 67 62
66 67 62
66 67 62
66 67 62
66 67 62
66 67 62
65 66 61
66 67 62
66 67 62
66 67 62
66 67 62
65 66 61
64 65 60
63 64 59
60 61 53
60 61 53
77 78 73
79 80 75
81 82 77
84 85 80
86 87 82
88 89 84
89 90 85
89 90 85
89 90 85
98 99 94
97 98 93
95 96 91
97 98 93
11 12 7
58 59 54
109 110 105
105 97 95
73 65 63
24 18 18
109 105 106
106 104 107
110 109 114
116 115 120
112 113 118
112 113 118
113 114 118
126 125 130
27 27 29
16 14 15
16 12 11
13 9 6
10 5 2
11 12 6
5 6 1
8 10 5
0 3 0
12 16 15
21 27 25
0 6 6
8 14 14
2 8 8
3 9 7
5 9 8
8 10 7
10 11 6
13 12 7
16 13 6
16 13 6
2 2 2
25 25 25
5 5 5
41 41 41
112 112 112
137 137 137
94 94 94
0 0 0
0 0 0
5 5 5
73 73 73
123 123 123
118 118 118
105 105 105
119 119 119
112 112 112
122 122 122
117 117 117
111 111 111
106 106 106
104 104 104
102 102 102
101 101 101
100 100 100
108 108 108
108 108 108
108 108 108
105 105 105
101 101 101
98 98 98
97 97 97
97 97 97
93 93 91
93 93 91
92 92 90
90 90 88
88 88 86
87 87 85
86 86 84
85 85 83
84 84 82
84 84 82
84 84 82
82 82 80
81 81 79
79 79 77
77 77 75
75 75 73
75 76 71
76 77 72
77 78 73
78 79 74
78 79 74
78 79 74
77 78 73
77 78 73
76 77 72
76 77 72
76 77 72
75 76 71
73 74 69
71 72 67
68 69 64
67 68 63
64 65 60
64 65 60
64 65 60
64 65 60
64 65 60
64 65 60
64 65 60
64 65 60
64 65 60
65 66 61
66 67 62
66 67 62
66 67 62
65 66 61
64 65 60
63 64 59
59 60 52
59 60 52
74 75 70
75 76 71
78 79 74
81 82 77
84 85 80
86 87 82
87 88 83
87 88 83
87 88 83
97 98 93
97 98 93
95 96 91
87 88 83
8 9 4
72 73 68
108 109 104
105 97 95
39 31 29
51 45 45
123 119 120
106 104 107
108 108 110
108 109 113
109 110 114
109 110 114
120 121 125
98 98 100
1 1 3
13 11 12
9 5 4
17 12 9
9 4 1
0 1 0
10 11 5
11 14 7
0 2 0
0 4 0
17 26 21
4 13 10
0 11 7
0 10 6
0 11 7
1 10 5
4 11 4
5 12 4
7 13 3
10 13 4
10 13 2
5 5 5
0 0 0
0 0 0
84 84 84
133 133 133
73 73 73
17 17 17
0 0 0
1 1 1
44 44 44
121 121 121
116 116 116
118 118 118
104 104 104
127 127 127
102 102 102
111 111 111
109 109 109
107 107 107
106 106 106
106 106 106
108 108 108
110 110 110
111 111 111
101 101 101
104 104 104
106 106 106
104 104 104
102 102 102
101 101 101
96 96 96
91 91 91
93 93 91
92 92 90
91 91 89
90 90 88
88 88 86
87 87 85
85 85 83
85 85 83
84 84 82
84 84 82
83 83 81
82 82 80
80 80 78
77 77 75
75 75 73
73 73 71
71 72 67
72 73 68
74 75 70
75 76 71
76 77 72
76 77 72
76 77 72
76 77 72
75 76 71
75 76 71
75 76 71
74 75 70
72 73 68
70 71 66
68 69 64
66 67 62
64 65 60
63 64 59
63 64 59
62 63 58
62 63 58
62 63 58
62 63 58
63 64 59
64 65 60
64 65 60
65 66 61
65 66 61
65 66 61
64 65 60
63 64 59
62 63 58
58 59 51
57 58 50
72 73 68
73 74 69
76 77 72
79 80 75
82 83 78
84 85 80
85 86 81
85 86 81
86 87 82
97 98 93
96 97 92
96 97 92
79 80 75
9 10 5
89 90 85
107 108 103
92 84 82
11 6 3
90 84 84
116 112 111
109 107 108
109 109 111
103 104 108
109 110 114
106 107 111
126 127 131
49 49 51
7 5 6
18 14 13
3 0 0
20 15 12
11 6 3
3 3 0
22 22 12
10 11 3
8 11 4
9 14 8
1 11 3
7 18 12
6 17 11
0 12 5
0 12 5
0 12 3
0 12 2
0 12 2
0 10 0
0 11 0
0 11 0
18 18 18
30 30 30
7 7 7
0 0 0
7 7 7
1 1 1
5 5 5
16 16 16
34 34 34
101 101 101
112 112 112
121 121 121
104 104 104
130 130 130
112 112 112
121 121 121
109 109 109
112 112 112
115 115 115
116 116 116
113 113 113
108 108 108
102 102 102
98 98 98
99 99 99
101 101 101
98 98 98
94 94 94
96 96 96
101 101 101
99 99 99
92 92 92
93 93 91
92 92 90
91 91 89
89 89 87
88 88 86
86 86 84
85 85 83
84 84 82
84 84 82
83 83 81
82 82 80
80 80 78
77 77 75
74 74 72
71 71 69
70 70 68
67 68 63
68 69 64
70 71 66
72 73 68
73 74 69
73 74 69
73 74 69
73 74 69
72 73 68
72 73 68
72 73 68
71 72 67
70 71 66
69 70 65
67 68 63
66 67 62
63 64 59
62 63 58
61 62 57
60 61 56
59 60 55
59 60 55
60 61 56
61 62 57
63 64 59
63 64 59
64 65 60
63 64 59
63 64 59
61 62 57
60 61 56
59 60 55
55 56 48
54 55 47
72 73 68
73 74 69
76 77 72
78 79 74
81 82 77
82 83 78
83 84 79
83 84 79
86 87 82
95 96 91
94 95 90
97 98 93
73 74 69
9 10 5
101 102 97
99 100 95
60 55 51
15 10 7
114 110 107
102 101 99
110 108 109
109 109 111
107 108 112
111 112 116
105 106 110
117 118 122
12 12 14
16 14 15
21 17 16
4 0 0
21 16 13
15 7 4
16 9 0
23 19 8
14 11 2
30 30 20
28 31 22
0 2 0
0 10 2
12 23 15
0 12 5
0 12 3
0 11 2
0 11 1
0 11 0
0 10 0
0 9 0
0 10 0
0 0 0
0 0 0
3 3 3
25 25 25
24 24 24
0 0 0
5 5 5
43 43 43
118 118 118
142 142 142
125 125 125
117 117 117
122 122 122
110 110 110
90 90 90
112 112 112
104 104 104
102 102 102
99 99 99
96 96 96
97 97 97
103 103 103
112 112 112
119 119 119
112 112 112
113 113 113
107 107 107
95 95 95
92 92 92
97 97 97
98 98 98
92 92 92
92 92 90
91 91 89
90 90 88
89 89 87
87 87 85
86 86 84
84 84 82
84 84 82
82 82 80
82 82 80
80 80 78
78 78 76
75 75 73
71 71 69
68 68 66
66 66 64
64 65 60
65 66 61
66 67 62
68 69 64
69 70 65
69 70 65
69 70 65
69 70 65
67 68 63
68 69 64
