87 130
2 2 2
0 5 1
0 7 1
0 9 2
0 10 1
0 9 1
0 3 0
4 5 0
12 8 5
18 14 11
22 21 17
23 28 24
24 33 28
25 36 30
29 29 29
29 29 29
2 7 11
2 6 9
5 5 3
6 6 0
10 6 0
11 7 0
11 9 0
10 10 2
10 11 6
11 13 12
6 6 8
9 5 6
20 10 9
19 4 0
21 2 0
38 16 5
159 7 6
161 7 5
162 9 4
165 10 5
169 12 5
167 10 1
164 8 0
159 5 0
150 0 0
145 1 0
144 3 0
138 5 0
132 4 1
130 6 6
133 13 14
139 20 22
103 9 7
95 6 2
85 0 0
76 0 0
71 0 0
69 3 5
66 5 10
65 6 10
58 0 5
61 0 4
65 0 3
70 0 0
75 0 0
83 0 0
94 0 1
101 5 6
116 12 0
154 49 27
195 90 69
190 85 64
152 46 24
133 29 2
137 37 1
136 41 0
132 43 0
170 89 23
166 94 20
148 82 8
162 104 31
142 89 21
101 51 0
90 42 0
109 31 11
128 50 28
108 31 3
108 32 0
116 38 0
123 44 1
148 67 20
171 85 36
168 77 30
187 88 46
138 30 0
118 3 0
124 0 0
156 24 9
140 3 0
136 0 0
157 5 4
157 7 8
153 7 8
141 1 2
127 0 0
117 0 0
116 0 0
119 3 4
117 2 5
116 1 4
115 0 0
116 0 0
117 0 0
123 0 0
131 0 1
137 2 6
114 0 0
108 0 0
100 0 0
96 1 0
97 8 4
94 9 6
87 3 1
81 0 0
94 8 11
89 2 8
85 3 9
85 10 15
77 13 14
57 3 3
33 0 0
27 0 0
10 0 0
7 0 0
6 2 1
1 6 2
0 9 3
0 9 2
0 8 1
0 5 0
1 6 2
8 8 6
17 13 12
24 20 19
27 27 25
27 32 28
25 34 29
25 36 30
25 25 25
24 24 24
3 8 12
6 7 9
6 6 4
9 6 0
10 6 0
11 7 0
11 9 0
9 10 2
6 11 5
7 13 11
4 8 9
9 8 6
18 8 6
21 2 0
33 6 0
57 27 17
166 11 7
162 7 3
160 3 0
162 5 0
168 10 1
171 13 2
168 12 0
163 10 0
161 9 0
155 9 0
150 9 0
148 11 3
140 8 3
129 4 0
128 4 2
130 8 7
104 9 5
98 4 2
88 0 0
79 0 0
74 0 0
71 2 5
67 5 8
65 6 12
59 0 6
58 0 5
59 0 2
63 0 1
69 0 1
76 0 2
79 0 1
81 0 0
102 6 0
107 10 0
131 34 17
149 52 35
143 44 21
133 38 8
136 44 3
137 50 0
135 55 0
134 62 0
164 98 22
150 92 18
178 125 57
109 61 0
96 51 0
90 47 0
104 27 7
125 49 26
98 24 0
107 34 1
117 45 5
123 52 6
133 59 10
157 80 28
156 73 21
174 82 33
133 30 0
150 36 0
140 17 0
148 16 0
142 2 0
164 21 5
172 16 17
171 19 18
164 16 16
149 7 6
131 0 0
121 0 0
117 0 0
120 4 5
114 1 3
113 0 4
112 0 3
110 0 0
109 0 0
114 0 0
121 0 1
128 3 7
107 0 0
103 0 0
101 0 0
99 4 0
98 9 5
95 7 5
87 1 0
84 0 0
89 0 4
85 0 2
83 0 5
86 7 12
83 12 16
68 8 10
50 0 0
42 0 0
15 0 0
13 0 0
10 2 0
5 6 1
1 7 3
0 9 3
0 9 2
0 6 1
6 11 7
13 13 11
21 20 18
29 25 24
30 30 28
29 31 28
25 31 27
21 30 25
19 19 19
18 18 18
6 11 14
8 10 9
9 8 4
11 6 0
13 6 0
13 7 0
11 9 0
7 10 1
1 11 3
4 15 11
5 11 9
9 9 7
18 7 3
23 0 0
44 10 1
78 38 28
169 12 5
167 8 2
164 6 0
164 6 0
166 8 0
168 10 0
169 13 0
167 14 0
165 13 0
161 15 2
163 21 9
166 29 19
158 25 18
137 10 4
119 0 0
112 0 0
100 0 0
96 0 0
88 0 0
83 0 0
78 0 2
73 1 4
67 1 5
62 1 6
61 2 8
57 0 6
58 0 5
59 0 5
62 0 3
66 0 2
67 0 0
68 0 0
103 15 5
89 0 0
93 3 0
110 18 3
115 24 3
125 36 4
143 59 15
152 73 17
161 88 20
137 71 0
160 101 25
154 102 27
154 106 40
91 49 0
94 54 5
96 58 13
110 39 9
130 59 27
93 25 0
105 40 0
112 48 0
117 54 0
122 57 0
156 86 26
163 87 29
197 110 56
172 74 25
200 89 46
157 34 0
148 14 0
146 6 0
173 28 7
181 27 25
171 21 20
158 12 12
145 5 4
132 0 0
122 0 0
117 0 0
112 0 1
107 0 1
103 0 1
100 0 0
102 0 0
103 0 1
107 0 1
107 0 0
106 0 0
100 0 0
99 0 0
99 1 0
97 3 1
94 3 0
91 1 0
89 0 0
87 0 0
82 0 0
78 0 0
79 0 0
84 3 9
86 11 16
79 10 13
70 8 9
68 8 10
27 2 5
21 3 3
14 3 1
7 3 0
1 6 0
0 9 3
0 11 5
3 12 9
12 16 15
19 19 19
27 25 26
31 29 30
32 32 30
28 30 27
20 26 22
15 25 17
13 13 13
11 11 11
8 14 14
10 12 11
12 8 5
14 7 0
16 6 0
15 7 0
11 9 0
5 11 1
0 10 2
3 15 11
3 14 8
9 10 5
19 4 0
26 0 0
56 9 1
96 42 32
171 13 4
171 13 4
171 13 4
169 11 0
166 8 0
165 9 0
167 14 0
169 17 3
168 20 6
159 16 2
156 15 5
158 21 11
151 20 12
134 7 0
119 0 0
113 0 0
95 0 0
92 0 0
90 0 0
87 0 0
83 1 3
75 0 4
66 0 0
57 0 0
61 2 8
59 2 8
58 1 8
55 0 5
54 0 1
55 0 1
58 0 2
63 1 6
79 0 0
78 0 0
91 6 0
98 15 1
95 13 0
109 29 0
136 59 13
149 77 18
152 85 15
146 87 11
151 98 20
164 117 45
114 73 9
101 64 11
84 50 5
79 45 7
130 66 18
144 82 33
97 36 0
105 46 0
105 50 0
111 54 0
119 60 0
164 101 32
115 44 0
161 80 17
146 51 0
184 76 29
161 39 0
180 47 16
175 35 8
169 25 1
178 33 28
164 21 17
146 7 4
134 0 0
127 2 0
121 3 3
111 0 0
99 0 0
97 0 0
90 0 0
88 0 0
92 0 0
100 4 6
101 5 6
93 0 0
87 0 0
95 0 0
96 1 0
95 1 0
93 0 0
91 0 0
90 0 0
89 0 0
90 0 1
90 0 4
85 0 0
84 0 3
86 4 10
85 6 11
78 3 8
73 2 6
72 3 6
38 10 9
30 6 6
18 3 0
6 1 0
1 3 0
0 8 3
4 15 11
9 18 17
16 20 21
23 23 25
30 28 31
34 32 33
32 32 30
26 28 25
17 23 19
10 20 12
9 9 9
7 7 7
5 11 9
8 10 7
12 9 4
16 7 0
19 6 0
17 7 0
12 10 0
6 12 2
2 15 6
0 10 2
0 9 3
10 9 4
20 0 0
33 0 0
69 10 2
108 38 30
172 15 6
169 12 3
168 11 2
168 12 0
163 9 0
162 8 0
165 15 1
171 23 9
164 21 7
154 14 1
150 14 2
153 20 11
143 15 6
121 0 0
111 0 0
113 0 0
98 0 0
96 0 0
93 0 0
91 1 1
88 4 4
80 4 6
72 1 5
64 0 3
62 1 6
58 1 7
57 2 8
56 1 7
55 0 6
54 0 5
54 0 5
54 0 5
76 0 0
70 0 0
92 13 8
79 1 0
81 5 0
107 32 0
115 42 0
147 78 19
168 105 36
137 81 6
154 105 28
113 71 0
100 62 0
65 32 0
99 67 26
72 42 6
115 61 0
167 115 42
109 57 0
109 60 0
126 77 0
103 52 0
115 60 0
109 50 0
133 65 0
140 61 0
154 61 2
194 88 38
186 68 28
198 69 37
185 50 21
182 42 17
154 19 13
143 10 3
130 1 0
121 0 0
114 0 0
105 0 0
101 0 0
98 3 1
92 1 0
91 3 2
89 3 2
88 4 2
88 4 2
87 3 1
87 1 0
86 0 0
92 3 0
88 0 0
86 0 0
90 0 0
95 0 0
99 3 5
99 3 5
96 1 5
89 0 3
88 0 3
84 0 4
80 0 2
75 0 1
74 0 0
72 0 0
73 0 1
50 16 15
37 9 8
21 2 0
10 0 0
6 7 2
9 15 11
12 21 18
14 23 22
22 27 30
25 26 30
29 27 30
29 27 30
26 26 26
19 21 18
6 12 8
0 7 0
1 1 1
1 1 1
3 12 7
6 11 5
12 9 2
17 6 0
20 6 0
19 6 0
13 9 0
6 12 2
0 15 5
0 11 3
0 11 3
16 11 5
29 2 0
45 0 0
77 2 0
110 23 16
167 13 3
165 13 2
167 15 4
170 18 7
167 16 5
162 14 2
161 17 6
167 25 13
166 28 17
156 22 11
153 22 12
154 26 17
144 20 12
125 4 0
113 0 0
115 0 0
96 0 0
95 0 0
92 0 0
91 1 1
88 4 4
83 3 4
75 0 4
68 0 2
63 1 4
61 2 6
58 1 7
56 1 6
53 0 6
53 0 6
51 0 5
51 0 5
90 16 13
73 0 0
79 6 0
88 14 3
95 22 3
101 30 0
104 36 0
124 59 3
114 55 0
142 90 15
162 116 41
108 68 0
83 47 0
82 50 1
75 46 6
111 82 48
117 74 0
164 121 29
140 97 5
139 96 4
138 93 0
107 60 0
115 64 0
124 66 0
143 76 0
161 82 13
169 79 19
174 73 21
177 64 22
204 81 47
189 60 29
151 17 0
129 5 0
121 0 0
113 0 0
110 0 0
105 0 0
97 0 0
91 0 0
89 0 0
85 1 0
83 2 1
82 4 2
82 4 2
80 5 2
79 4 0
78 3 0
77 2 0
85 2 0
84 0 0
86 0 0
92 0 0
98 2 4
102 3 6
101 2 5
95 0 4
84 0 0
81 0 0
78 0 0
77 0 0
77 0 0
78 0 3
82 0 6
84 2 8
53 15 14
42 8 6
25 1 0
15 1 0
12 8 5
13 18 14
16 25 24
19 27 29
25 30 33
27 28 32
26 25 30
25 23 26
21 21 21
13 15 12
2 9 2
0 4 0
1 1 1
1 1 1
2 13 7
6 11 5
12 9 2
17 7 0
22 5 0
19 6 0
13 9 0
6 12 2
0 15 5
0 13 5
3 13 5
19 10 3
35 0 0
56 0 0
87 0 0
116 11 7
170 22 12
168 20 10
167 20 10
165 21 12
158 16 6
148 7 0
142 4 0
140 6 0
146 15 5
139 11 2
138 14 6
143 22 13
139 20 12
128 11 4
121 6 0
123 10 2
94 0 0
93 0 0
90 0 0
90 0 0
88 2 3
83 3 4
76 0 2
70 0 1
66 0 2
63 1 4
60 1 5
58 2 5
54 2 6
52 2 5
51 1 4
51 1 4
86 17 12
91 22 15
78 8 0
72 0 0
71 0 0
82 13 0
113 46 4
122 59 6
138 80 16
115 62 0
168 121 49
142 103 34
32 0 0
99 67 16
109 80 38
98 70 33
140 107 4
152 117 15
151 116 14
141 102 1
134 92 0
113 64 0
119 66 0
144 82 0
211 140 62
182 102 33
169 79 17
163 63 11
172 63 20
168 52 15
157 36 5
128 4 0
112 0 0
107 0 0
104 0 0
105 0 0
105 3 0
96 1 0
90 0 0
86 2 0
80 0 0
79 1 0
77 3 0
77 3 0
74 3 0
74 3 0
72 1 0
72 2 0
77 0 0
78 0 0
85 0 0
94 0 1
103 4 7
105 4 8
100 1 6
92 0 1
85 0 0
78 0 0
75 0 0
72 0 0
75 0 0
79 0 2
85 0 5
88 1 7
57 13 12
46 8 5
30 2 0
19 4 0
18 13 10
21 23 22
22 31 30
25 33 35
29 34 38
27 28 33
22 21 27
18 16 21
12 12 12
6 8 5
0 4 0
0 3 0
1 1 1
1 1 1
1 14 5
5 12 4
12 9 0
19 6 0
22 5 0
20 6 0
15 8 0
6 11 4
0 14 4
0 15 7
7 14 6
19 6 0
38 0 0
67 0 0
105 0 0
135 13 10
163 20 12
159 16 8
156 15 6
153 15 5
144 7 0
130 0 0
122 0 0
119 0 0
121 0 0
116 0 0
118 1 0
122 9 1
122 11 4
116 7 0
114 5 0
117 10 4
92 1 0
91 0 0
89 0 0
89 1 0
87 1 0
84 3 2
79 1 1
73 0 0
70 0 0
66 0 1
63 1 2
60 1 3
57 1 2
53 1 3
53 1 3
52 2 3
82 15 6
114 46 37
88 20 9
76 6 0
96 28 9
132 62 36
145 80 42
91 29 0
125 66 8
130 79 13
143 98 30
118 79 12
35 1 0
79 47 0
87 58 14
104 76 36
152 128 20
135 108 1
155 123 20
140 105 3
145 103 5
133 84 0
125 68 0
143 76 0
188 114 39
146 63 0
137 47 0
134 37 0
151 48 3
131 23 0
125 15 0
102 0 0
109 2 0
103 0 0
102 0 0
103 4 0
101 6 2
94 3 2
90 2 1
87 3 3
80 0 0
79 1 0
78 3 0
77 3 0
76 3 0
75 2 0
74 1 0
74 1 0
71 0 0
75 0 0
83 0 0
96 2 3
106 5 9
107 4 8
99 0 4
90 0 0
91 5 6
82 4 4
75 1 0
72 0 0
73 0 0
77 0 0
81 0 1
84 0 1
61 13 11
50 9 5
36 5 2
27 8 4
25 17 14
26 28 27
29 34 37
29 37 40
26 31 37
23 23 31
15 14 20
8 7 12
4 4 6
1 3 0
0 2 0
0 3 0
1 1 1
1 1 1
0 15 4
5 13 2
12 9 0
19 6 0
23 4 0
22 5 0
16 7 0
6 11 4
0 13 3
0 17 7
8 13 6
18 0 0
40 0 0
82 0 0
128 8 7
159 21 21
143 6 0
137 3 0
136 1 0
136 5 0
132 3 0
123 0 0
118 0 0
117 0 0
116 1 0
111 0 0
109 0 0
110 2 0
106 1 0
100 0 0
97 0 0
98 0 0
90 2 0
89 1 0
87 0 0
86 0 0
87 1 0
85 1 0
80 0 0
77 0 0
73 0 0
70 0 0
66 1 0
63 2 1
60 2 1
57 1 0
55 1 1
53 2 1
69 3 0
122 56 42
110 42 29
83 14 0
78 9 0
107 36 14
139 73 39
108 45 2
105 45 0
137 83 21
154 106 40
141 100 34
62 26 0
50 19 0
113 85 37
129 102 57
121 102 0
117 95 0
169 141 44
154 119 25
166 123 31
152 98 12
127 64 0
131 59 0
150 71 2
154 69 5
172 81 24
163 69 17
191 95 45
202 105 60
203 106 63
159 62 20
112 10 6
105 3 0
99 0 0
97 2 0
95 1 1
88 0 0
86 0 0
84 0 0
82 1 0
82 2 1
82 2 1
81 3 0
81 4 0
80 3 0
79 2 0
78 1 0
69 0 0
73 0 0
82 0 0
96 2 3
107 4 8
108 3 10
98 0 3
88 0 0
93 9 9
82 6 6
73 3 1
70 0 0
71 0 0
76 0 0
79 0 0
80 0 0
64 13 10
55 10 7
42 9 4
34 13 10
31 21 19
30 30 30
29 34 37
27 35 38
18 23 29
13 16 23
8 7 15
2 1 6
0 0 2
0 2 0
0 4 0
0 5 0
1 1 1
1 1 1
0 16 4
3 13 2
12 9 0
20 6 0
24 4 0
23 4 0
16 7 0
8 11 4
0 12 3
0 16 6
7 10 3
21 0 0
55 0 0
105 7 6
150 17 18
170 20 22
139 7 2
132 3 0
130 1 0
130 5 0
129 6 1
121 2 0
115 0 0
113 1 0
109 1 0
106 1 0
104 2 0
101 1 0
101 1 0
99 1 0
98 0 0
96 1 0
88 4 2
87 1 0
85 0 0
84 0 0
85 1 0
85 1 0
81 0 0
78 0 0
75 0 0
73 0 0
70 0 0
66 1 0
62 1 0
60 0 0
59 1 0
56 0 0
67 2 0
100 35 17
110 43 27
99 30 15
80 11 0
82 11 0
107 38 9
113 48 10
121 60 13
122 67 10
159 111 47
168 127 63
85 49 0
52 20 0
147 117 65
106 78 28
73 57 0
103 86 0
161 135 50
127 92 10
144 98 20
133 75 1
126 58 0
132 54 0
139 53 0
137 46 0
147 56 1
149 58 5
166 74 23
181 91 41
191 103 53
173 87 38
118 18 16
109 9 9
101 3 2
98 2 3
95 1 2
90 0 1
89 0 1
90 1 5
87 1 4
87 1 2
86 2 2
87 3 1
86 3 0
85 2 0
84 1 0
83 0 0
70 3 0
74 1 0
82 0 0
93 0 2
104 0 7
105 0 7
100 0 3
87 0 0
86 5 4
75 4 2
68 3 0
68 3 0
74 4 2
79 3 3
82 0 0
82 0 0
67 14 10
59 11 7
50 12 9
41 17 13
36 25 23
30 30 30
25 30 33
20 27 33
9 13 22
5 8 17
2 1 9
0 0 5
0 0 2
1 3 2
0 5 0
0 7 0
1 1 1
1 1 1
0 16 4
3 13 2
12 10 0
20 6 0
24 4 0
23 4 0
17 6 0
8 11 4
0 12 3
0 14 4
5 6 0
26 1 0
76 12 10
132 26 26
162 22 25
166 5 10
138 11 5
132 7 1
131 8 3
134 12 9
131 13 11
121 7 6
110 0 0
105 0 0
100 0 0
99 0 0
98 0 0
96 1 0
96 2 0
100 6 4
100 9 6
100 9 6
87 6 3
84 3 0
84 0 0
84 0 0
85 2 0
85 2 0
83 0 0
80 0 0
78 0 0
75 0 0
71 0 0
68 1 0
65 0 0
62 1 0
60 1 0
59 1 0
80 16 0
68 3 0
85 18 0
116 47 31
150 78 63
152 81 63
105 35 10
69 3 0
99 38 0
141 86 32
131 81 20
108 64 1
99 61 0
61 29 0
81 52 0
82 52 0
50 39 0
106 90 13
142 118 44
88 51 0
124 75 8
127 66 3
142 68 7
143 61 3
156 67 11
134 40 0
124 30 0
139 48 0
130 43 0
131 49 0
136 57 1
147 68 12
114 16 17
107 9 10
101 2 5
99 3 5
99 3 7
95 0 6
93 1 6
96 4 9
89 0 3
90 0 2
90 0 0
91 1 0
90 1 0
89 0 0
89 0 0
88 0 0
75 8 2
76 2 0
81 0 0
90 0 0
100 0 3
104 0 5
99 0 2
88 0 0
81 1 0
71 2 0
65 2 0
68 5 0
76 8 5
82 6 6
85 0 3
83 0 0
69 14 9
63 14 9
54 17 11
46 21 17
38 27 25
30 28 29
18 23 26
11 18 24
3 7 16
1 4 13
0 0 7
0 0 5
0 0 2
1 3 2
0 5 0
0 5 0
1 1 1
1 1 1
0 17 2
2 14 2
12 10 0
20 6 0
24 4 0
24 4 0
17 6 0
8 11 4
0 12 3
0 10 1
2 3 0
34 6 2
95 27 24
152 42 43
168 23 26
155 0 0
126 1 0
123 0 0
127 5 0
135 16 12
136 21 18
128 16 14
117 9 7
110 6 5
101 1 1
101 3 2
96 2 2
92 0 0
89 0 0
90 0 0
91 2 0
90 1 0
86 6 5
84 3 0
82 1 0
81 0 0
84 1 0
85 2 0
84 1 0
80 0 0
78 0 0
77 0 0
73 0 0
70 1 0
66 1 0
64 1 0
61 0 0
60 1 0
64 0 0
62 0 0
83 16 0
75 6 0
95 23 9
130 59 41
117 46 24
116 50 18
102 39 0
123 66 13
148 98 39
112 68 5
54 16 0
63 29 0
90 59 2
83 54 0
48 38 0
121 104 35
143 118 52
88 50 0
148 98 37
158 93 35
165 90 35
145 60 6
139 48 0
152 58 6
148 54 2
154 64 11
135 50 0
157 76 20
139 63 5
118 43 0
102 4 5
96 0 0
93 0 0
94 0 2
95 0 3
93 0 3
92 0 3
95 0 6
92 0 3
92 0 1
93 0 0
93 0 0
93 0 0
92 0 0
90 0 0
91 0 0
76 11 5
76 5 1
81 0 0
88 0 0
98 0 0
102 0 3
99 0 2
89 0 0
81 1 0
71 2 0
64 4 0
68 7 2
76 11 7
82 8 7
82 0 2
81 0 0
71 13 9
64 15 10
57 18 13
49 24 20
39 28 26
28 26 27
15 19 22
5 12 18
0 4 13
0 2 11
0 0 7
0 0 5
1 1 3
1 3 2
0 4 0
0 3 0
1 1 1
1 1 1
10 9 4
10 9 4
8 9 4
5 10 6
3 9 5
0 11 7
0 12 5
0 12 5
0 11 1
7 7 0
25 7 0
49 6 0
81 14 8
123 29 27
135 23 22
118 0 0
102 6 0
110 9 0
125 14 7
142 20 19
157 26 31
160 25 32
144 7 15
121 0 0
117 0 0
111 0 0
104 0 0
97 2 0
94 3 0
93 4 0
92 3 0
92 3 0
95 0 3
93 0 2
90 0 2
85 1 1
80 2 0
75 4 0
72 5 0
69 6 0
65 5 0
63 4 0
62 2 0
62 0 0
63 0 0
65 0 0
66 0 0
66 0 0
36 2 0
61 15 0
78 10 0
95 2 0
129 15 4
153 30 15
153 30 12
143 33 6
120 32 0
89 23 0
120 71 13
160 122 59
148 113 49
106 67 2
147 101 39
131 81 20
64 33 0
88 56 9
58 27 0
125 93 32
130 95 27
107 69 0
126 84 2
116 68 0
155 101 15
117 55 0
130 59 0
161 81 10
178 90 27
167 72 16
124 24 0
102 0 0
107 0 0
109 2 0
107 4 0
100 3 0
92 0 0
85 0 0
82 0 0
82 3 0
85 7 3
84 5 1
82 1 0
83 0 0
86 0 0
89 0 0
94 1 0
96 1 0
94 5 9
87 1 4
84 0 1
85 0 3
81 1 2
77 0 0
76 0 0
79 5 4
74 0 0
81 7 6
76 2 1
70 0 0
75 0 0
73 0 0
74 0 0
85 7 7
48 19 23
46 20 23
43 21 23
39 23 23
31 21 20
19 15 12
5 7 2
0 2 0
0 3 0
0 3 0
0 3 1
0 2 1
1 1 1
4 0 1
5 0 1
7 0 3
1 1 1
1 1 1
10 9 4
10 9 4
8 9 4
7 9 6
3 9 5
0 11 7
0 12 7
0 12 5
1 13 3
11 11 1
23 5 0
46 6 0
86 19 13
117 26 25
123 10 12
113 0 0
98 2 0
109 8 0
122 13 8
133 13 12
141 12 16
142 8 15
134 0 9
119 0 0
114 0 0
108 0 1
103 0 1
96 3 0
93 4 0
92 3 0
92 3 0
92 3 0
95 0 3
93 0 2
90 0 2
85 1 1
80 2 0
74 3 0
72 5 0
68 5 0
64 4 0
63 3 0
65 2 0
65 0 0
69 0 0
71 0 0
74 0 0
75 0 0
60 12 0
75 17 0
84 7 0
102 1 0
136 19 9
160 38 23
166 49 29
165 64 34
106 24 0
118 58 6
122 77 18
128 93 29
108 70 7
120 76 13
141 89 29
103 47 0
69 37 0
81 48 0
76 44 0
106 72 9
106 69 0
109 70 0
109 67 0
137 89 4
164 108 23
150 85 5
176 104 28
138 58 0
174 86 23
174 79 25
178 78 28
143 41 0
112 1 0
105 0 0
98 0 0
97 0 0
98 3 0
100 11 7
100 15 12
98 17 14
86 5 2
85 4 1
85 1 0
84 0 0
88 0 0
93 0 0
97 2 0
100 2 0
92 3 7
88 0 3
84 0 1
85 0 3
82 0 2
77 0 0
75 0 0
79 3 3
71 0 0
76 2 1
73 0 0
73 0 0
80 2 2
79 1 1
78 0 0
83 3 4
52 26 29
47 22 25
39 19 20
31 15 15
23 13 12
14 10 7
4 6 1
0 2 0
0 3 0
0 3 0
0 3 1
0 2 1
1 1 1
4 0 1
5 0 1
7 0 3
1 1 1
1 1 1
10 9 4
10 9 4
8 9 4
7 9 6
3 9 5
0 11 7
0 11 7
0 12 5
4 14 5
15 15 5
19 2 0
43 5 0
91 26 20
109 21 19
103 0 0
106 0 0
95 0 0
109 8 0
121 14 8
123 7 7
122 0 2
122 0 0
122 0 3
118 0 2
110 0 1
104 0 1
97 2 0
93 4 0
91 3 0
91 3 0
92 3 0
92 3 0
93 0 2
91 0 2
88 0 1
85 1 1
80 2 0
74 3 0
71 4 0
69 4 0
65 2 0
65 2 0
67 2 0
70 3 0
75 4 0
80 5 2
85 7 5
86 8 6
72 0 0
90 11 0
105 11 1
118 10 0
133 15 5
144 27 10
165 56 33
187 97 62
126 58 13
117 66 11
66 28 0
65 30 0
57 17 0
110 60 0
148 86 29
162 93 38
79 43 0
77 40 0
95 59 0
97 59 0
111 71 0
149 106 28
119 72 0
170 118 34
164 106 24
133 66 0
166 89 17
160 77 11
180 89 32
140 43 0
144 41 0
161 55 13
157 42 37
139 26 22
115 6 3
103 0 0
100 0 0
98 3 1
89 0 0
82 0 0
89 3 2
88 2 1
88 0 0
89 0 0
92 0 0
98 0 0
102 2 0
107 5 3
90 1 5
87 0 2
84 0 1
85 0 3
82 0 2
78 0 0
76 0 0
77 1 1
71 0 0
72 0 0
75 0 0
79 1 1
86 6 7
88 6 8
83 1 3
82 0 0
54 28 31
46 21 24
33 13 14
21 7 6
13 3 2
7 3 0
1 3 0
0 3 0
0 3 0
0 3 0
0 2 1
0 2 1
1 1 1
4 0 1
5 0 1
7 0 3
1 1 1
1 1 1
10 9 4
10 9 4
8 9 4
7 9 6
3 9 5
1 10 7
0 11 7
0 12 5
3 13 4
16 18 7
13 0 0
38 1 0
91 30 25
101 18 14
88 0 0
102 0 0
93 0 0
107 8 2
118 13 9
118 6 5
113 0 0
115 0 0
115 0 2
113 3 6
102 0 0
96 2 0
92 4 0
89 4 0
89 4 0
89 4 0
91 2 0
91 2 0
91 0 2
90 0 2
88 0 1
82 1 0
79 1 0
76 2 0
72 3 0
71 4 0
66 1 0
66 1 0
70 3 0
74 3 0
79 5 2
85 7 5
89 9 8
92 11 10
98 0 0
108 3 0
119 6 0
133 14 6
145 24 13
144 31 13
160 60 34
185 106 67
106 48 0
89 49 0
53 19 0
67 33 0
99 55 0
136 77 21
149 76 25
170 90 41
118 78 19
108 66 6
112 71 7
109 66 0
131 87 12
169 122 42
116 65 0
145 89 6
148 85 5
169 97 21
176 97 28
171 85 24
155 61 9
167 66 20
134 28 0
133 25 0
151 32 28
133 15 13
112 0 0
103 0 0
103 0 0
105 5 5
100 4 5
92 0 1
93 1 2
92 0 1
92 0 0
93 0 0
97 0 0
103 0 1
108 4 3
111 5 5
89 0 2
86 0 0
84 0 0
85 1 1
83 2 1
78 0 0
77 0 0
79 0 0
79 0 0
73 0 0
77 0 0
87 6 5
93 9 9
96 10 11
93 4 6
81 0 0
48 23 26
38 16 18
25 7 7
14 0 0
7 0 0
4 0 0
1 3 0
0 4 0
0 3 0
0 3 0
0 2 1
0 2 1
1 1 1
4 0 1
5 0 1
7 0 3
1 1 1
1 1 1
10 9 4
10 9 4
8 9 4
7 9 6
4 9 5
1 10 7
0 11 7
0 12 5
0 10 2
14 15 7
11 0 0
32 0 0
84 27 20
94 15 11
83 0 0
100 0 0
91 0 0
102 5 0
110 8 4
113 5 3
111 1 2
112 2 3
109 3 3
103 3 3
94 3 0
90 5 0
86 5 1
85 6 1
86 5 1
88 3 0
91 1 0
92 1 0
89 0 1
88 0 1
85 0 0
82 1 0
79 1 0
75 1 0
71 2 0
71 2 0
69 2 0
71 2 0
72 1 0
77 2 0
81 3 1
85 4 3
90 6 6
92 6 7
140 17 19
132 6 7
127 0 0
144 15 10
165 41 31
166 53 35
170 75 47
184 111 70
115 62 12
106 67 8
88 57 0
76 40 0
136 87 28
158 93 39
150 70 21
140 52 6
126 78 14
125 77 11
110 61 0
123 75 1
143 91 15
163 110 30
134 77 0
140 77 0
156 89 11
178 101 29
168 84 20
164 73 18
157 59 12
183 79 40
140 31 0
136 25 0
134 12 9
123 3 2
111 0 0
106 0 0
106 0 0
107 3 4
104 4 6
100 4 6
95 0 1
95 0 1
93 0 0
96 0 0
101 0 0
105 1 2
110 4 4
115 7 7
92 2 4
87 0 0
86 0 0
86 0 1
84 0 0
81 0 0
78 0 0
82 1 0
89 8 7
78 0 0
84 0 0
94 8 9
95 6 8
101 11 13
100 8 11
83 0 0
33 11 13
27 7 8
17 1 1
9 0 0
6 0 0
4 0 0
2 3 0
0 4 0
0 3 0
0 3 0
0 2 1
0 2 1
1 1 1
4 0 1
5 0 1
5 0 3
1 1 1
1 1 1
10 10 2
10 9 4
8 9 4
8 9 4
6 8 5
3 9 7
0 11 7
0 11 5
0 9 1
12 13 5
11 1 0
28 0 0
66 16 9
83 12 8
86 0 0
99 1 0
88 0 0
96 1 0
103 3 1
106 2 1
106 2 1
107 5 3
102 4 1
92 1 0
88 5 0
84 7 0
82 7 1
82 7 1
84 5 1
87 3 1
90 0 2
91 0 2
86 0 1
86 0 1
84 0 0
80 0 0
78 0 0
75 1 0
72 1 0
72 1 0
72 1 0
72 1 0
75 0 0
78 0 0
81 0 0
85 1 1
87 1 2
90 1 3
141 4 11
151 12 17
155 16 19
157 22 19
156 28 19
150 35 17
166 68 41
194 119 80
167 111 62
113 70 15
85 49 0
64 24 0
119 68 11
126 60 8
134 53 6
155 66 22
138 83 16
144 90 20
124 67 0
150 94 19
143 86 7
149 90 10
163 100 21
163 96 18
155 81 8
146 65 0
154 65 7
158 62 12
190 88 48
172 63 32
135 24 0
142 28 4
144 25 21
140 20 19
130 14 14
120 8 7
110 2 2
101 0 0
96 0 0
90 0 0
97 0 1
94 0 0
95 0 0
96 0 0
100 0 0
105 1 2
109 3 3
112 6 6
95 5 7
90 0 2
86 0 0
88 0 1
85 0 0
82 0 0
82 0 0
87 3 3
99 13 14
80 0 0
